GEO_ID,NAME,S2201_C01_001E,S2201_C01_002E,S2201_C01_003E,S2201_C01_004E,S2201_C01_005E,S2201_C01_006E,S2201_C01_007E,S2201_C01_008E,S2201_C01_009E,S2201_C01_010E,S2201_C01_011E,S2201_C01_012E,S2201_C01_013E,S2201_C01_014E,S2201_C01_015E,S2201_C01_016E,S2201_C01_017E,S2201_C01_018E,S2201_C01_019E,S2201_C01_020E,S2201_C01_021E,S2201_C01_022E,S2201_C01_023E,S2201_C01_024E,S2201_C01_025E,S2201_C01_026E,S2201_C01_027E,S2201_C01_028E,S2201_C01_029E,S2201_C01_030E,S2201_C01_031E,S2201_C01_032E,S2201_C01_033E,S2201_C01_034E,S2201_C01_035E,S2201_C01_036E,S2201_C01_037E,S2201_C01_038E,S2201_C02_001E,S2201_C02_002E,S2201_C02_003E,S2201_C02_004E,S2201_C02_005E,S2201_C02_006E,S2201_C02_007E,S2201_C02_008E,S2201_C02_009E,S2201_C02_010E,S2201_C02_011E,S2201_C02_012E,S2201_C02_013E,S2201_C02_014E,S2201_C02_015E,S2201_C02_016E,S2201_C02_017E,S2201_C02_018E,S2201_C02_019E,S2201_C02_020E,S2201_C02_021E,S2201_C02_022E,S2201_C02_023E,S2201_C02_024E,S2201_C02_025E,S2201_C02_026E,S2201_C02_027E,S2201_C02_028E,S2201_C02_029E,S2201_C02_030E,S2201_C02_031E,S2201_C02_032E,S2201_C02_033E,S2201_C02_034E,S2201_C02_035E,S2201_C02_036E,S2201_C02_037E,S2201_C02_038E,S2201_C03_001E,S2201_C03_002E,S2201_C03_003E,S2201_C03_004E,S2201_C03_005E,S2201_C03_006E,S2201_C03_007E,S2201_C03_008E,S2201_C03_009E,S2201_C03_010E,S2201_C03_011E,S2201_C03_012E,S2201_C03_013E,S2201_C03_014E,S2201_C03_015E,S2201_C03_016E,S2201_C03_017E,S2201_C03_018E,S2201_C03_019E,S2201_C03_020E,S2201_C03_021E,S2201_C03_022E,S2201_C03_023E,S2201_C03_024E,S2201_C03_025E,S2201_C03_026E,S2201_C03_027E,S2201_C03_028E,S2201_C03_029E,S2201_C03_030E,S2201_C03_031E,S2201_C03_032E,S2201_C03_033E,S2201_C03_034E,S2201_C03_035E,S2201_C03_036E,S2201_C03_037E,S2201_C03_038E,S2201_C04_001E,S2201_C04_002E,S2201_C04_003E,S2201_C04_004E,S2201_C04_005E,S2201_C04_006E,S2201_C04_007E,S2201_C04_008E,S2201_C04_009E,S2201_C04_010E,S2201_C04_011E,S2201_C04_012E,S2201_C04_013E,S2201_C04_014E,S2201_C04_015E,S2201_C04_016E,S2201_C04_017E,S2201_C04_018E,S2201_C04_019E,S2201_C04_020E,S2201_C04_021E,S2201_C04_022E,S2201_C04_023E,S2201_C04_024E,S2201_C04_025E,S2201_C04_026E,S2201_C04_027E,S2201_C04_028E,S2201_C04_029E,S2201_C04_030E,S2201_C04_031E,S2201_C04_032E,S2201_C04_033E,S2201_C04_034E,S2201_C04_035E,S2201_C04_036E,S2201_C04_037E,S2201_C04_038E,S2201_C05_001E,S2201_C05_002E,S2201_C05_003E,S2201_C05_004E,S2201_C05_005E,S2201_C05_006E,S2201_C05_007E,S2201_C05_008E,S2201_C05_009E,S2201_C05_010E,S2201_C05_011E,S2201_C05_012E,S2201_C05_013E,S2201_C05_014E,S2201_C05_015E,S2201_C05_016E,S2201_C05_017E,S2201_C05_018E,S2201_C05_019E,S2201_C05_020E,S2201_C05_021E,S2201_C05_022E,S2201_C05_023E,S2201_C05_024E,S2201_C05_025E,S2201_C05_026E,S2201_C05_027E,S2201_C05_028E,S2201_C05_029E,S2201_C05_030E,S2201_C05_031E,S2201_C05_032E,S2201_C05_033E,S2201_C05_034E,S2201_C05_035E,S2201_C05_036E,S2201_C05_037E,S2201_C05_038E,S2201_C06_001E,S2201_C06_002E,S2201_C06_003E,S2201_C06_004E,S2201_C06_005E,S2201_C06_006E,S2201_C06_007E,S2201_C06_008E,S2201_C06_009E,S2201_C06_010E,S2201_C06_011E,S2201_C06_012E,S2201_C06_013E,S2201_C06_014E,S2201_C06_015E,S2201_C06_016E,S2201_C06_017E,S2201_C06_018E,S2201_C06_019E,S2201_C06_020E,S2201_C06_021E,S2201_C06_022E,S2201_C06_023E,S2201_C06_024E,S2201_C06_025E,S2201_C06_026E,S2201_C06_027E,S2201_C06_028E,S2201_C06_029E,S2201_C06_030E,S2201_C06_031E,S2201_C06_032E,S2201_C06_033E,S2201_C06_034E,S2201_C06_035E,S2201_C06_036E,S2201_C06_037E,S2201_C06_038E
1400000US42101021500,Census Tract 215; Philadelphia County; Pennsylvania,2059,347,1712,752,106,25,81,1201,198,181,17,17,0,0,1861,571,89,8,81,1201,74,1985,242,1817,1427,358,0,87,0,54,133,94,1400,109102,858,89,110,659,(X),16.9,83.1,36.5,5.1,1.2,3.9,58.3,9.6,8.8,0.8,0.8,0,0,90.4,27.7,4.3,0.4,3.9,58.3,3.6,96.4,11.8,88.2,69.3,17.4,0,4.2,0,2.6,6.5,4.6,68,(X),(X),10.4,12.8,76.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(X),(X),-,-,-,2059,347,1712,752,106,25,81,1201,198,181,17,17,0,0,1861,571,89,8,81,1201,74,1985,242,1817,1427,358,0,87,0,54,133,94,1400,109102,858,89,110,659,100,16.9,83.1,36.5,5.1,1.2,3.9,58.3,9.6,8.8,0.8,0.8,0,0,90.4,27.7,4.3,0.4,3.9,58.3,3.6,96.4,11.8,88.2,69.3,17.4,0,4.2,0,2.6,6.5,4.6,68,(X),(X),10.4,12.8,76.8
1400000US42101021600,Census Tract 216; Philadelphia County; Pennsylvania,1200,247,953,336,159,36,123,705,136,71,60,19,41,5,1064,265,99,17,82,700,59,1141,291,909,811,104,13,63,0,18,191,114,778,95200,495,52,152,291,(X),20.6,79.4,28,13.3,3,10.3,58.8,11.3,5.9,5,1.6,3.4,0.4,88.7,22.1,8.3,1.4,6.8,58.3,4.9,95.1,24.3,75.8,67.6,8.7,1.1,5.3,0,1.5,15.9,9.5,64.8,(X),(X),10.5,30.7,58.8,55,34,21,20,10,0,10,25,10,0,10,0,10,0,45,20,0,0,0,25,26,29,34,21,32,13,0,10,0,0,0,0,32,-,30,20,10,0,4.6,61.8,38.2,36.4,18.2,0,18.2,45.5,18.2,0,18.2,0,18.2,0,81.8,36.4,0,0,0,45.5,47.3,52.7,61.8,38.2,58.2,23.6,0,18.2,0,0,0,0,58.2,(X),(X),66.7,33.3,0,1145,213,932,316,149,36,113,680,126,71,50,19,31,5,1019,245,99,17,82,675,33,1112,257,888,779,91,13,53,0,18,191,114,746,97739,465,32,142,291,95.4,18.6,81.4,27.6,13,3.1,9.9,59.4,11,6.2,4.4,1.7,2.7,0.4,89,21.4,8.6,1.5,7.2,59,2.9,97.1,22.4,77.6,68,7.9,1.1,4.6,0,1.6,16.7,10,65.2,(X),(X),6.9,30.5,62.6
1400000US42101021700,Census Tract 217; Philadelphia County; Pennsylvania,2607,1192,1415,1244,315,36,279,1048,520,309,211,36,175,0,2087,935,104,0,104,1048,299,2308,781,1826,2123,265,0,23,0,30,166,160,2027,86989,1559,368,378,813,(X),45.7,54.3,47.7,12.1,1.4,10.7,40.2,19.9,11.9,8.1,1.4,6.7,0,80.1,35.9,4,0,4,40.2,11.5,88.5,30,70,81.4,10.2,0,0.9,0,1.2,6.4,6.1,77.8,(X),(X),23.6,24.2,52.1,167,108,59,23,91,0,91,53,71,0,71,0,71,0,96,23,20,0,20,53,112,55,135,32,147,20,0,0,0,0,0,0,147,-,114,0,91,23,6.4,64.7,35.3,13.8,54.5,0,54.5,31.7,42.5,0,42.5,0,42.5,0,57.5,13.8,12,0,12,31.7,67.1,32.9,80.8,19.2,88,12,0,0,0,0,0,0,88,(X),(X),0,79.8,20.2,2440,1084,1356,1221,224,36,188,995,449,309,140,36,104,0,1991,912,84,0,84,995,187,2253,646,1794,1976,245,0,23,0,30,166,160,1880,93750,1445,368,287,790,93.6,44.4,55.6,50,9.2,1.5,7.7,40.8,18.4,12.7,5.7,1.5,4.3,0,81.6,37.4,3.4,0,3.4,40.8,7.7,92.3,26.5,73.5,81,10,0,0.9,0,1.2,6.8,6.6,77,(X),(X),25.5,19.9,54.7
1400000US42101021800,Census Tract 218; Philadelphia County; Pennsylvania,2542,761,1781,731,372,108,264,1439,497,354,143,14,129,0,2045,377,229,94,135,1439,326,2216,612,1930,1607,596,0,62,0,81,196,314,1543,74242,1103,98,635,370,(X),29.9,70.1,28.8,14.6,4.2,10.4,56.6,19.6,13.9,5.6,0.6,5.1,0,80.4,14.8,9,3.7,5.3,56.6,12.8,87.2,24.1,75.9,63.2,23.4,0,2.4,0,3.2,7.7,12.4,60.7,(X),(X),8.9,57.6,33.5,225,25,200,113,0,0,0,112,84,84,0,0,0,0,141,29,0,0,0,112,151,74,104,121,141,0,0,17,0,0,67,79,129,-,113,0,84,29,8.9,11.1,88.9,50.2,0,0,0,49.8,37.3,37.3,0,0,0,0,62.7,12.9,0,0,0,49.8,67.1,32.9,46.2,53.8,62.7,0,0,7.6,0,0,29.8,35.1,57.3,(X),(X),0,74.3,25.7,2317,736,1581,618,372,108,264,1327,413,270,143,14,129,0,1904,348,229,94,135,1327,175,2142,508,1809,1466,596,0,45,0,81,129,235,1414,74544,990,98,551,341,91.1,31.8,68.2,26.7,16.1,4.7,11.4,57.3,17.8,11.7,6.2,0.6,5.6,0,82.2,15,9.9,4.1,5.8,57.3,7.6,92.4,21.9,78.1,63.3,25.7,0,1.9,0,3.5,5.6,10.1,61,(X),(X),9.9,55.7,34.4
1400000US42101021900,Census Tract 219; Philadelphia County; Pennsylvania,679,305,374,253,85,20,65,341,155,80,75,20,55,0,524,173,10,0,10,341,41,638,134,545,589,60,0,6,0,0,24,8,589,71250,338,35,104,199,(X),44.9,55.1,37.3,12.5,2.9,9.6,50.2,22.8,11.8,11,2.9,8.1,0,77.2,25.5,1.5,0,1.5,50.2,6,94,19.7,80.3,86.7,8.8,0,0.9,0,0,3.5,1.2,86.7,(X),(X),10.4,30.8,58.9,92,25,67,13,45,0,45,34,54,9,45,0,45,0,38,4,0,0,0,34,15,77,20,72,85,4,0,3,0,0,0,0,85,41167,58,0,45,13,13.5,27.2,72.8,14.1,48.9,0,48.9,37,58.7,9.8,48.9,0,48.9,0,41.3,4.3,0,0,0,37,16.3,83.7,21.7,78.3,92.4,4.3,0,3.3,0,0,0,0,92.4,(X),(X),0,77.6,22.4,587,280,307,240,40,20,20,307,101,71,30,20,10,0,486,169,10,0,10,307,26,561,114,473,504,56,0,3,0,0,24,8,504,81458,280,35,59,186,86.5,47.7,52.3,40.9,6.8,3.4,3.4,52.3,17.2,12.1,5.1,3.4,1.7,0,82.8,28.8,1.7,0,1.7,52.3,4.4,95.6,19.4,80.6,85.9,9.5,0,0.5,0,0,4.1,1.4,85.9,(X),(X),12.5,21.1,66.4
1400000US42101022000,Census Tract 220; Philadelphia County; Pennsylvania,741,436,305,350,9,4,5,382,55,47,8,4,4,0,686,303,1,0,1,382,17,724,255,486,530,55,0,42,0,104,10,113,525,97321,359,112,69,178,(X),58.8,41.2,47.2,1.2,0.5,0.7,51.6,7.4,6.3,1.1,0.5,0.5,0,92.6,40.9,0.1,0,0.1,51.6,2.3,97.7,34.4,65.6,71.5,7.4,0,5.7,0,14,1.3,15.2,70.9,(X),(X),31.2,19.2,49.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(X),(X),-,-,-,741,436,305,350,9,4,5,382,55,47,8,4,4,0,686,303,1,0,1,382,17,724,255,486,530,55,0,42,0,104,10,113,525,97321,359,112,69,178,100,58.8,41.2,47.2,1.2,0.5,0.7,51.6,7.4,6.3,1.1,0.5,0.5,0,92.6,40.9,0.1,0,0.1,51.6,2.3,97.7,34.4,65.6,71.5,7.4,0,5.7,0,14,1.3,15.2,70.9,(X),(X),31.2,19.2,49.6
1400000US42101023100,Census Tract 231; Philadelphia County; Pennsylvania,569,186,383,379,75,6,69,115,259,208,51,0,51,0,310,171,24,6,18,115,16,553,114,455,526,14,0,12,0,7,10,13,520,170625,454,31,100,323,(X),32.7,67.3,66.6,13.2,1.1,12.1,20.2,45.5,36.6,9,0,9,0,54.5,30.1,4.2,1.1,3.2,20.2,2.8,97.2,20,80,92.4,2.5,0,2.1,0,1.2,1.8,2.3,91.4,(X),(X),6.8,22,71.1,24,0,24,16,4,0,4,4,20,16,4,0,4,0,4,0,0,0,0,4,16,8,16,8,20,0,0,0,0,0,4,0,20,-,20,0,16,4,4.2,0,100,66.7,16.7,0,16.7,16.7,83.3,66.7,16.7,0,16.7,0,16.7,0,0,0,0,16.7,66.7,33.3,66.7,33.3,83.3,0,0,0,0,0,16.7,0,83.3,(X),(X),0,80,20,545,186,359,363,71,6,65,111,239,192,47,0,47,0,306,171,24,6,18,111,0,545,98,447,506,14,0,12,0,7,6,13,500,173672,434,31,84,319,95.8,34.1,65.9,66.6,13,1.1,11.9,20.4,43.9,35.2,8.6,0,8.6,0,56.1,31.4,4.4,1.1,3.3,20.4,0,100,18,82,92.8,2.6,0,2.2,0,1.3,1.1,2.4,91.7,(X),(X),7.1,19.4,73.5
1400000US42101023500,Census Tract 235; Philadelphia County; Pennsylvania,596,307,289,353,44,7,37,199,87,79,8,0,8,0,509,274,36,7,29,199,17,579,100,496,377,185,5,0,0,12,17,12,377,118750,397,54,106,237,(X),51.5,48.5,59.2,7.4,1.2,6.2,33.4,14.6,13.3,1.3,0,1.3,0,85.4,46,6,1.2,4.9,33.4,2.9,97.1,16.8,83.2,63.3,31,0.8,0,0,2,2.9,2,63.3,(X),(X),13.6,26.7,59.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,(X),(X),-,-,-,596,307,289,353,44,7,37,199,87,79,8,0,8,0,509,274,36,7,29,199,17,579,100,496,377,185,5,0,0,12,17,12,377,118750,397,54,106,237,100,51.5,48.5,59.2,7.4,1.2,6.2,33.4,14.6,13.3,1.3,0,1.3,0,85.4,46,6,1.2,4.9,33.4,2.9,97.1,16.8,83.2,63.3,31,0.8,0,0,2,2.9,2,63.3,(X),(X),13.6,26.7,59.7
1400000US42101023600,Census Tract 236; Philadelphia County; Pennsylvania,1114,423,691,515,113,24,89,486,400,315,85,15,70,0,714,200,28,9,19,486,72,1042,130,984,588,429,0,0,0,45,52,0,588,101458,628,26,138,464,(X),38,62,46.2,10.1,2.2,8,43.6,35.9,28.3,7.6,1.3,6.3,0,64.1,18,2.5,0.8,1.7,43.6,6.5,93.5,11.7,88.3,52.8,38.5,0,0,0,4,4.7,0,52.8,(X),(X),4.1,22,73.9,49,37,12,2,28,0,28,19,30,2,28,0,28,0,19,0,0,0,0,19,0,49,37,12,2,47,0,0,0,0,0,0,2,"250,000+",30,0,2,28,4.4,75.5,24.5,4.1,57.1,0,57.1,38.8,61.2,4.1,57.1,0,57.1,0,38.8,0,0,0,0,38.8,0,100,75.5,24.5,4.1,95.9,0,0,0,0,0,0,4.1,(X),(X),0,6.7,93.3,1065,386,679,513,85,24,61,467,370,313,57,15,42,0,695,200,28,9,19,467,72,993,93,972,586,382,0,0,0,45,52,0,586,100755,598,26,136,436,95.6,36.2,63.8,48.2,8,2.3,5.7,43.8,34.7,29.4,5.4,1.4,3.9,0,65.3,18.8,2.6,0.8,1.8,43.8,6.8,93.2,8.7,91.3,55,35.9,0,0,0,4.2,4.9,0,55,(X),(X),4.3,22.7,72.9
1400000US42101023700,Census Tract 237; Philadelphia County; Pennsylvania,2406,925,1481,644,324,173,151,1438,494,304,190,173,17,0,1912,340,134,0,134,1438,229,2177,376,2030,877,1443,0,42,0,35,9,102,810,80891,968,111,348,509,(X),38.4,61.6,26.8,13.5,7.2,6.3,59.8,20.5,12.6,7.9,7.2,0.7,0,79.5,14.1,5.6,0,5.6,59.8,9.5,90.5,15.6,84.4,36.5,60,0,1.7,0,1.5,0.4,4.2,33.7,(X),(X),11.5,36,52.6,292,247,45,0,45,24,21,247,24,0,24,24,0,0,268,0,21,0,21,247,62,230,105,187,118,146,0,28,0,0,0,45,73,17024,45,21,24,0,12.1,84.6,15.4,0,15.4,8.2,7.2,84.6,8.2,0,8.2,8.2,0,0,91.8,0,7.2,0,7.2,84.6,21.2,78.8,36,64,40.4,50,0,9.6,0,0,0,15.4,25,(X),(X),46.7,53.3,0,2114,678,1436,644,279,149,130,1191,470,304,166,149,17,0,1644,340,113,0,113,1191,167,1947,271,1843,759,1297,0,14,0,35,9,57,737,85634,923,90,324,509,87.9,32.1,67.9,30.5,13.2,7,6.1,56.3,22.2,14.4,7.9,7,0.8,0,77.8,16.1,5.3,0,5.3,56.3,7.9,92.1,12.8,87.2,35.9,61.4,0,0.7,0,1.7,0.4,2.7,34.9,(X),(X),9.8,35.1,55.1
1400000US42101023800,Census Tract 238; Philadelphia County; Pennsylvania,2195,594,1601,616,520,62,458,1059,685,245,440,62,378,0,1510,371,80,0,80,1059,555,1640,512,1683,656,1328,0,37,0,13,161,245,586,59534,1136,0,539,597,(X),27.1,72.9,28.1,23.7,2.8,20.9,48.2,31.2,11.2,20,2.8,17.2,0,68.8,16.9,3.6,0,3.6,48.2,25.3,74.7,23.3,76.7,29.9,60.5,0,1.7,0,0.6,7.3,11.2,26.7,(X),(X),0,47.4,52.6,566,139,427,0,311,62,249,255,307,0,307,62,245,0,259,0,4,0,4,255,183,383,149,417,0,528,0,0,0,0,38,66,0,30729,311,0,249,62,25.8,24.6,75.4,0,54.9,11,44,45.1,54.2,0,54.2,11,43.3,0,45.8,0,0.7,0,0.7,45.1,32.3,67.7,26.3,73.7,0,93.3,0,0,0,0,6.7,11.7,0,(X),(X),0,80.1,19.9,1629,455,1174,616,209,0,209,804,378,245,133,0,133,0,1251,371,76,0,76,804,372,1257,363,1266,656,800,0,37,0,13,123,179,586,83090,825,0,290,535,74.2,27.9,72.1,37.8,12.8,0,12.8,49.4,23.2,15,8.2,0,8.2,0,76.8,22.8,4.7,0,4.7,49.4,22.8,77.2,22.3,77.7,40.3,49.1,0,2.3,0,0.8,7.6,11,36,(X),(X),0,35.2,64.8
1400000US42101023900,Census Tract 239; Philadelphia County; Pennsylvania,1191,416,775,261,57,0,57,873,185,153,32,0,32,0,1006,108,25,0,25,873,171,1020,457,734,416,647,0,61,13,0,54,18,398,-,318,86,102,130,(X),34.9,65.1,21.9,4.8,0,4.8,73.3,15.5,12.8,2.7,0,2.7,0,84.5,9.1,2.1,0,2.1,73.3,14.4,85.6,38.4,61.6,34.9,54.3,0,5.1,1.1,0,4.5,1.5,33.4,(X),(X),27,32.1,40.9,323,201,122,76,0,0,0,247,37,37,0,0,0,0,286,39,0,0,0,247,44,279,228,95,57,266,0,0,0,0,0,0,57,19182,76,39,0,37,27.1,62.2,37.8,23.5,0,0,0,76.5,11.5,11.5,0,0,0,0,88.5,12.1,0,0,0,76.5,13.6,86.4,70.6,29.4,17.6,82.4,0,0,0,0,0,0,17.6,(X),(X),51.3,0,48.7,868,215,653,185,57,0,57,626,148,116,32,0,32,0,720,69,25,0,25,626,127,741,229,639,359,381,0,61,13,0,54,18,341,67109,242,47,102,93,72.9,24.8,75.2,21.3,6.6,0,6.6,72.1,17.1,13.4,3.7,0,3.7,0,82.9,7.9,2.9,0,2.9,72.1,14.6,85.4,26.4,73.6,41.4,43.9,0,7,1.5,0,6.2,2.1,39.3,(X),(X),19.4,42.1,38.4
1400000US42101024000,Census Tract 240; Philadelphia County; Pennsylvania,2070,654,1416,466,357,103,254,1247,417,241,176,8,168,0,1653,225,181,95,86,1247,373,1697,461,1609,671,1160,0,124,0,0,115,58,633,61450,823,110,263,450,(X),31.6,68.4,22.5,17.2,5,12.3,60.2,20.1,11.6,8.5,0.4,8.1,0,79.9,10.9,8.7,4.6,4.2,60.2,18,82,22.3,77.7,32.4,56,0,6,0,0,5.6,2.8,30.6,(X),(X),13.4,32,54.7,295,101,194,32,174,8,166,89,97,0,97,8,89,0,198,32,77,0,77,89,131,164,238,57,11,284,0,0,0,0,0,0,11,25625,206,87,119,0,14.3,34.2,65.8,10.8,59,2.7,56.3,30.2,32.9,0,32.9,2.7,30.2,0,67.1,10.8,26.1,0,26.1,30.2,44.4,55.6,80.7,19.3,3.7,96.3,0,0,0,0,0,0,3.7,(X),(X),42.2,57.8,0,1775,553,1222,434,183,95,88,1158,320,241,79,0,79,0,1455,193,104,95,9,1158,242,1533,223,1552,660,876,0,124,0,0,115,58,622,64803,617,23,144,450,85.7,31.2,68.8,24.5,10.3,5.4,5,65.2,18,13.6,4.5,0,4.5,0,82,10.9,5.9,5.4,0.5,65.2,13.6,86.4,12.6,87.4,37.2,49.4,0,7,0,0,6.5,3.3,35,(X),(X),3.7,23.3,72.9
1400000US42101024100,Census Tract 241; Philadelphia County; Pennsylvania,673,419,254,91,43,0,43,539,51,16,35,0,35,0,622,75,8,0,8,539,299,374,389,284,76,553,0,0,0,39,5,17,76,16042,134,27,64,43,(X),62.3,37.7,13.5,6.4,0,6.4,80.1,7.6,2.4,5.2,0,5.2,0,92.4,11.1,1.2,0,1.2,80.1,44.4,55.6,57.8,42.2,11.3,82.2,0,0,0,5.8,0.7,2.5,11.3,(X),(X),20.1,47.8,32.1,335,242,93,0,7,0,7,328,7,0,7,0,7,0,328,0,0,0,0,328,246,89,236,99,2,302,0,0,0,29,2,17,2,10473,7,7,0,0,49.8,72.2,27.8,0,2.1,0,2.1,97.9,2.1,0,2.1,0,2.1,0,97.9,0,0,0,0,97.9,73.4,26.6,70.4,29.6,0.6,90.1,0,0,0,8.7,0.6,5.1,0.6,(X),(X),100,0,0,338,177,161,91,36,0,36,211,44,16,28,0,28,0,294,75,8,0,8,211,53,285,153,185,74,251,0,0,0,10,3,0,74,46848,127,20,64,43,50.2,52.4,47.6,26.9,10.7,0,10.7,62.4,13,4.7,8.3,0,8.3,0,87,22.2,2.4,0,2.4,62.4,15.7,84.3,45.3,54.7,21.9,74.3,0,0,0,3,0.9,0,21.9,(X),(X),15.7,50.4,33.9
1400000US42101024200,Census Tract 242; Philadelphia County; Pennsylvania,1785,585,1200,311,532,0,532,942,461,71,390,0,390,0,1324,240,142,0,142,942,608,1177,801,984,419,1289,0,53,0,0,24,5,414,33172,843,70,295,478,(X),32.8,67.2,17.4,29.8,0,29.8,52.8,25.8,4,21.8,0,21.8,0,74.2,13.4,8,0,8,52.8,34.1,65.9,44.9,55.1,23.5,72.2,0,3,0,0,1.3,0.3,23.2,(X),(X),8.3,35,56.7,545,210,335,7,153,0,153,385,97,0,97,0,97,0,448,7,56,0,56,385,379,166,323,222,35,510,0,0,0,0,0,0,35,11405,160,43,35,82,30.5,38.5,61.5,1.3,28.1,0,28.1,70.6,17.8,0,17.8,0,17.8,0,82.2,1.3,10.3,0,10.3,70.6,69.5,30.5,59.3,40.7,6.4,93.6,0,0,0,0,0,0,6.4,(X),(X),26.9,21.9,51.3,1240,375,865,304,379,0,379,557,364,71,293,0,293,0,876,233,86,0,86,557,229,1011,478,762,384,779,0,53,0,0,24,5,379,51923,683,27,260,396,69.5,30.2,69.8,24.5,30.6,0,30.6,44.9,29.4,5.7,23.6,0,23.6,0,70.6,18.8,6.9,0,6.9,44.9,18.5,81.5,38.5,61.5,31,62.8,0,4.3,0,0,1.9,0.4,30.6,(X),(X),4,38.1,58
1400000US42101024300,Census Tract 243; Philadelphia County; Pennsylvania,1885,806,1079,406,536,91,445,943,469,178,291,20,271,0,1416,228,245,71,174,943,565,1320,583,1302,213,1568,0,49,0,0,55,37,213,48617,942,177,291,474,(X),42.8,57.2,21.5,28.4,4.8,23.6,50,24.9,9.4,15.4,1.1,14.4,0,75.1,12.1,13,3.8,9.2,50,30,70,30.9,69.1,11.3,83.2,0,2.6,0,0,2.9,2,11.3,(X),(X),18.8,30.9,50.3,621,275,346,37,260,22,238,324,168,37,131,0,131,0,453,0,129,22,107,324,337,284,304,317,12,598,0,0,0,0,11,0,12,-,297,97,104,96,32.9,44.3,55.7,6,41.9,3.5,38.3,52.2,27.1,6,21.1,0,21.1,0,72.9,0,20.8,3.5,17.2,52.2,54.3,45.7,49,51,1.9,96.3,0,0,0,0,1.8,0,1.9,(X),(X),32.7,35,32.3,1264,531,733,369,276,69,207,619,301,141,160,20,140,0,963,228,116,49,67,619,228,1036,279,985,201,970,0,49,0,0,44,37,201,61574,645,80,187,378,67.1,42,58,29.2,21.8,5.5,16.4,49,23.8,11.2,12.7,1.6,11.1,0,76.2,18,9.2,3.9,5.3,49,18,82,22.1,77.9,15.9,76.7,0,3.9,0,0,3.5,2.9,15.9,(X),(X),12.4,29,58.6
1400000US42101024400,Census Tract 244; Philadelphia County; Pennsylvania,1086,430,656,192,505,123,382,389,501,82,419,123,296,0,585,110,86,0,86,389,282,804,367,719,132,908,46,0,0,0,0,0,132,56912,697,94,376,227,(X),39.6,60.4,17.7,46.5,11.3,35.2,35.8,46.1,7.6,38.6,11.3,27.3,0,53.9,10.1,7.9,0,7.9,35.8,26,74,33.8,66.2,12.2,83.6,4.2,0,0,0,0,0,12.2,(X),(X),13.5,53.9,32.6,443,226,217,26,271,46,225,146,248,0,248,46,202,0,195,26,23,0,23,146,210,233,173,270,14,383,46,0,0,0,0,0,14,38560,297,94,142,61,40.8,51,49,5.9,61.2,10.4,50.8,33,56,0,56,10.4,45.6,0,44,5.9,5.2,0,5.2,33,47.4,52.6,39.1,60.9,3.2,86.5,10.4,0,0,0,0,0,3.2,(X),(X),31.6,47.8,20.5,643,204,439,166,234,77,157,243,253,82,171,77,94,0,390,84,63,0,63,243,72,571,194,449,118,525,0,0,0,0,0,0,118,99719,400,0,234,166,59.2,31.7,68.3,25.8,36.4,12,24.4,37.8,39.3,12.8,26.6,12,14.6,0,60.7,13.1,9.8,0,9.8,37.8,11.2,88.8,30.2,69.8,18.4,81.6,0,0,0,0,0,0,18.4,(X),(X),0,58.5,41.5
